bench_equity,bench_drawdown,patchtst_equity,patchtst_drawdown
0.9782898,-0.051042855,1.1106735457140209,-0.01943815466372456
0.9854786,-0.04406959,1.102571496406017,-0.026591075925889385
0.98602927,-0.04353541,1.1019556786242433,-0.027134752709060295
0.9856035,-0.043948412,1.1003788568158552,-0.028526855103293114
0.9813265,-0.048097134,1.1040699846167674,-0.0252681306096727
0.9868749,-0.042715132,1.0978628072761962,-0.030748157833592193
0.98435247,-0.045161903,1.0939622808806462,-0.034191750575098045
0.9871554,-0.042443037,1.097077284320634,-0.03144165939562393
0.9902202,-0.039470136,1.1004833000263692,-0.0284346470664405
1.0008773,-0.029132605,1.112327004487365,-0.017978393069299048
0.9992149,-0.030745149,1.1104796334572113,-0.019609350746591758
1.0042721,-0.025839567,1.1161000839321091,-0.014647317293509099
1.0157433,-0.014712334,1.1288485127495274,-0.0033923243798987812
0.99837863,-0.03155631,1.109550182393856,-0.020429919718771172
1.005819,-0.02433908,1.1178190404947421,-0.013129730757291846
0.99804187,-0.031883,1.109176053746359,-0.02076022044340664
0.98759913,-0.042012632,1.0975703751925148,-0.031006332474301623
0.9745126,-0.054706812,1.111197674842399,-0.018975425514101585
0.978668,-0.05067599,1.1064796065503455,-0.023140787846473
0.9774063,-0.05189979,1.1039487520554037,-0.025375161180936745
0.98333025,-0.046153486,1.0962014319580209,-0.032214908576033596
0.98135203,-0.048072398,1.0929027577408912,-0.03512715411388201
0.980112,-0.04927522,1.0915217053109523,-0.036346420859212136
0.97974193,-0.04963422,1.09110962798872,-0.036710224697944605
0.9704625,-0.058635414,1.0807754199845632,-0.0458338147120837
0.9805438,-0.048856437,1.0920026003254721,-0.03592186109124951
0.98253727,-0.046922684,1.0942226954233865,-0.033961842727227576
0.9782634,-0.051068425,1.0894629838983199,-0.03816396992679749
0.97951037,-0.049858868,1.0908516365392058,-0.03693799330987635
0.9731598,-0.05601901,1.0968727300051984,-0.031622250855454004
0.9745949,-0.05462694,1.097392328689789,-0.031163521423243523
0.9784106,-0.050925612,1.1016887197826906,-0.027370438212970916
0.97783124,-0.051487625,1.1010364977710483,-0.02794625459193556
0.98919094,-0.040468514,1.113827354112112,-0.016653804397525285
0.99074346,-0.038962543,1.1155755953032713,-0.01511036382931219
0.97429156,-0.05492115,1.0970507428894691,-0.03146509158667721
